animal,energie,faim,nourriture,predateurs,pret_reproduction,partenaire_proche,action,time,id_unique
lion,82.64061108276454,76.77999999999984,0,0,0,0,chasser,40,lion_40
ours,59.3387510827646,90.77999999999984,0,0,0,0,chasser,40,ours_40
ours,85.39140108276469,72.77999999999984,0,0,0,0,chasser,40,ours_40
lion,82.71081108276465,71.77999999999984,0,0,0,0,chasser,40,lion_40
lion,98.70554608276464,77.77999999999984,0,0,0,0,chasser,40,lion_40
ours,73.94563108276452,77.77999999999984,0,0,0,0,chasser,40,ours_40
lion,74.68624108276461,76.77999999999984,0,0,0,0,chasser,40,lion_40
lion,77.5563710827644,52.78000000000012,0,0,0,0,chasser,40,lion_40
lion,99.63359108276453,79.77999999999984,0,0,0,0,chasser,40,lion_40
lion,85.5546160827644,76.77999999999984,0,0,0,0,chasser,40,lion_40
lapin,50.988101082764544,74.77999999999984,0,0,0,0,explorer,40,lapin_40
lion,75.57041108276442,54.78000000000012,0,0,0,0,chasser,40,lion_40
ours,67.41948108276473,90.77999999999984,0,0,0,0,chasser,40,ours_40
lapin,39.988101082764544,80.77999999999984,0,0,0,0,explorer,40,lapin_40
lion,85.6213060827645,70.77999999999984,0,0,0,0,chasser,40,lion_40
lion,70.69677108276463,58.78000000000012,0,0,0,0,chasser,40,lion_40
lion,74.57392108276443,76.77999999999984,0,0,0,0,chasser,40,lion_40
ours,64.52829108276435,78.77999999999984,0,0,0,0,chasser,40,ours_40
ours,66.75995108276473,84.77999999999984,0,0,0,0,chasser,40,ours_40
lapin,47.988101082764544,71.77999999999984,0,0,0,0,explorer,40,lapin_40
ours,80.70730108276464,89.77999999999984,0,0,0,0,chasser,40,ours_40
lapin,54.99161108276455,80.77999999999984,0,0,0,0,explorer,40,lapin_40
ours,59.61253108276449,62.78000000000012,0,0,0,0,chasser,40,ours_40
lapin,38.99176228806776,97.53999999999989,0,0,0,0,explorer,28,lapin_28
lapin,34.99297728806776,90.53999999999989,0,0,0,0,explorer,28,lapin_28
ours,77.33080228806784,73.53999999999989,0,0,0,0,chasser,28,ours_28
lapin,35.99297728806776,73.53999999999989,0,0,0,0,explorer,28,lapin_28
ours,82.54950228806781,89.53999999999989,0,0,0,0,chasser,28,ours_28
ours,85.64062728806758,67.53999999999989,0,0,0,0,chasser,28,ours_28
lapin,52.99297728806776,100.0,0,0,0,0,explorer,28,lapin_28
lion,98.81194228806785,77.53999999999989,0,0,0,0,chasser,28,lion_28
ours,64.37697228806792,64.53999999999989,0,0,0,0,chasser,28,ours_28
lapin,56.99176228806776,98.53999999999989,0,0,0,0,explorer,28,lapin_28
lapin,58.99297728806776,73.53999999999989,0,0,0,0,explorer,28,lapin_28
lion,69.80586728806784,76.53999999999989,0,0,0,0,chasser,28,lion_28
lapin,46.99176228806776,87.53999999999989,0,0,0,0,explorer,28,lapin_28
lapin,32.994192288067765,78.53999999999989,0,0,0,0,explorer,28,lapin_28
lion,85.7791372880678,56.540000000000084,0,0,0,0,chasser,28,lion_28
lapin,34.99176228806776,73.53999999999989,0,0,0,0,explorer,28,lapin_28
lion,71.80222228806784,74.53999999999989,0,0,0,0,chasser,28,lion_28
lapin,42.99297728806776,99.53999999999989,0,0,0,0,explorer,28,lapin_28
ours,60.29313728806778,66.53999999999989,0,0,0,0,chasser,28,ours_28
ours,88.37575728806792,81.53999999999989,0,0,0,0,chasser,28,ours_28
lapin,40.99297728806776,93.53999999999989,0,0,0,0,explorer,28,lapin_28
lapin,56.99297728806776,74.53999999999989,0,0,0,0,explorer,28,lapin_28
ours,75.76334228806778,75.53999999999989,0,0,0,0,chasser,28,ours_28
lion,74.79493228806783,75.53999999999989,0,0,0,0,chasser,28,lion_28
lion,90.74511728806775,50.540000000000084,0,0,0,0,explorer,28,lion_28
lapin,53.99297728806776,76.53999999999989,0,0,0,0,explorer,28,lapin_28
ours,63.6612822880678,72.53999999999989,0,0,0,0,chasser,28,ours_28
lion,84.80343728806784,73.53999999999989,0,0,0,0,chasser,28,lion_28
lapin,56.99176228806776,72.53999999999989,0,0,0,0,explorer,28,lapin_28
lapin,32.994192288067765,70.53999999999989,0,0,0,0,explorer,28,lapin_28
lion,89.56119598232249,76.79999999999984,0,0,0,0,chasser,41,lion_41
lion,91.6907959823227,63.800000000000125,0,0,0,0,chasser,41,lion_41
lion,83.58279598232252,51.800000000000125,0,0,0,0,chasser,41,lion_41
lion,96.70699598232272,65.79999999999984,0,0,0,0,chasser,41,lion_41
lion,69.70159598232271,52.800000000000125,0,0,0,0,chasser,41,lion_41
lapin,48.98779598232261,92.79999999999984,0,0,0,0,explorer,41,lapin_41
lapin,37.98959598232261,87.79999999999984,0,0,0,0,explorer,41,lapin_41
lion,82.6313959823226,76.79999999999984,0,0,0,0,chasser,41,lion_41
ours,59.32179598232267,90.79999999999984,0,0,0,0,chasser,41,ours_41
ours,85.37579598232276,72.79999999999984,0,0,0,0,chasser,41,ours_41
lion,82.70339598232272,71.79999999999984,0,0,0,0,chasser,41,lion_41
lion,98.69799598232271,77.79999999999984,0,0,0,0,chasser,41,lion_41
ours,73.91859598232259,77.79999999999984,0,0,0,0,chasser,41,ours_41
lion,74.67819598232268,76.79999999999984,0,0,0,0,chasser,41,lion_41
lion,77.54499598232246,52.800000000000125,0,0,0,0,chasser,41,lion_41
lion,99.62419598232259,79.79999999999984,0,0,0,0,chasser,41,lion_41
lion,85.54319598232246,76.79999999999984,0,0,0,0,chasser,41,lion_41
lapin,50.98779598232261,74.79999999999984,0,0,0,0,explorer,41,lapin_41
lion,75.55939598232248,54.800000000000125,0,0,0,0,chasser,41,lion_41
ours,67.4045959823228,90.79999999999984,0,0,0,0,chasser,41,ours_41
lapin,39.98779598232261,80.79999999999984,0,0,0,0,explorer,41,lapin_41
lion,85.61159598232257,70.79999999999984,0,0,0,0,chasser,41,lion_41
lion,70.6889959823227,58.800000000000125,0,0,0,0,chasser,41,lion_41
lion,74.56299598232249,76.79999999999984,0,0,0,0,chasser,41,lion_41
ours,64.51619598232242,78.79999999999984,0,0,0,0,chasser,41,ours_41
ours,66.7537959823228,84.79999999999984,0,0,0,0,chasser,41,ours_41
lapin,47.98779598232261,71.79999999999984,0,0,0,0,explorer,41,lapin_41
ours,80.69979598232271,89.79999999999984,0,0,0,0,chasser,41,ours_41
lapin,54.991395982322615,80.79999999999984,0,0,0,0,explorer,41,lapin_41
ours,59.602595982322555,62.800000000000125,0,0,0,0,chasser,41,ours_41
lapin,38.99145718762583,97.55999999999989,0,0,0,0,explorer,29,lapin_29
lapin,34.99271718762583,90.55999999999989,0,0,0,0,explorer,29,lapin_29
ours,77.30601718762591,73.55999999999989,0,0,0,0,chasser,29,ours_29
lapin,35.99271718762583,73.55999999999989,0,0,0,0,explorer,29,lapin_29
ours,82.53281718762588,89.55999999999989,0,0,0,0,chasser,29,ours_29
ours,85.62731718762564,67.55999999999989,0,0,0,0,chasser,29,ours_29
lapin,52.99271718762583,100.0,0,0,0,0,explorer,29,lapin_29
lion,98.80497718762592,77.55999999999989,0,0,0,0,chasser,29,lion_29
ours,64.35389718762599,64.55999999999989,0,0,0,0,chasser,29,ours_29
lapin,56.99145718762583,98.55999999999989,0,0,0,0,explorer,29,lapin_29
lapin,58.99271718762583,73.55999999999989,0,0,0,0,explorer,29,lapin_29
lion,69.79867718762591,76.55999999999989,0,0,0,0,chasser,29,lion_29
lapin,46.99145718762583,87.55999999999989,0,0,0,0,explorer,29,lapin_29
lapin,32.99397718762583,78.55999999999989,0,0,0,0,explorer,29,lapin_29
lion,85.77095718762587,56.56000000000009,0,0,0,0,chasser,29,lion_29
lapin,34.99145718762583,73.55999999999989,0,0,0,0,explorer,29,lapin_29
lion,71.7948971876259,74.55999999999989,0,0,0,0,chasser,29,lion_29
lapin,42.99271718762583,99.55999999999989,0,0,0,0,explorer,29,lapin_29
ours,60.26695718762585,66.55999999999989,0,0,0,0,chasser,29,ours_29
ours,88.35263718762599,81.55999999999989,0,0,0,0,chasser,29,ours_29
lapin,40.99271718762583,93.55999999999989,0,0,0,0,explorer,29,lapin_29
lapin,56.99271718762583,74.55999999999989,0,0,0,0,explorer,29,lapin_29
ours,75.75457718762584,75.55999999999989,0,0,0,0,chasser,29,ours_29
lion,74.7873371876259,75.55999999999989,0,0,0,0,chasser,29,lion_29
lion,90.73567718762581,50.56000000000009,0,0,0,0,explorer,29,lion_29
lapin,53.99271718762583,76.55999999999989,0,0,0,0,explorer,29,lapin_29
ours,63.64873718762587,72.55999999999989,0,0,0,0,chasser,29,ours_29
lion,84.79615718762591,73.55999999999989,0,0,0,0,chasser,29,lion_29
lapin,56.99145718762583,72.55999999999989,0,0,0,0,explorer,29,lapin_29
lapin,32.99397718762583,70.55999999999989,0,0,0,0,explorer,29,lapin_29
lion,89.55022588188055,76.81999999999984,0,0,0,0,chasser,42,lion_42
lion,91.68306588188076,63.82000000000013,0,0,0,0,chasser,42,lion_42
lion,83.57236588188059,51.82000000000013,0,0,0,0,chasser,42,lion_42
lion,96.69967088188079,65.81999999999984,0,0,0,0,chasser,42,lion_42
lion,69.69413588188078,52.82000000000013,0,0,0,0,chasser,42,lion_42
lapin,48.987490881880674,92.81999999999984,0,0,0,0,explorer,42,lapin_42
lapin,37.98933588188068,87.81999999999984,0,0,0,0,explorer,42,lapin_42
lion,82.62218088188067,76.81999999999984,0,0,0,0,chasser,42,lion_42
ours,59.304840881880736,90.81999999999984,0,0,0,0,chasser,42,ours_42
ours,85.36019088188083,72.81999999999984,0,0,0,0,chasser,42,ours_42
lion,82.69598088188079,71.81999999999984,0,0,0,0,chasser,42,lion_42
lion,98.69044588188078,77.81999999999984,0,0,0,0,chasser,42,lion_42
ours,73.89156088188065,77.81999999999984,0,0,0,0,chasser,42,ours_42
lion,74.67015088188074,76.81999999999984,0,0,0,0,chasser,42,lion_42
lion,77.53362088188052,52.82000000000013,0,0,0,0,chasser,42,lion_42
lion,99.61480088188065,79.81999999999984,0,0,0,0,chasser,42,lion_42
lion,85.53177588188052,76.81999999999984,0,0,0,0,chasser,42,lion_42
lapin,50.987490881880674,74.81999999999984,0,0,0,0,explorer,42,lapin_42
lion,75.54838088188055,54.82000000000013,0,0,0,0,chasser,42,lion_42
ours,67.38971088188087,90.81999999999984,0,0,0,0,chasser,42,ours_42
lapin,39.987490881880674,80.81999999999984,0,0,0,0,explorer,42,lapin_42
lion,85.60188588188063,70.81999999999984,0,0,0,0,chasser,42,lion_42
lion,70.68122088188076,58.82000000000013,0,0,0,0,chasser,42,lion_42
lion,74.55207088188055,76.81999999999984,0,0,0,0,chasser,42,lion_42
ours,64.50410088188048,78.81999999999984,0,0,0,0,chasser,42,ours_42
ours,66.74764088188087,84.81999999999984,0,0,0,0,chasser,42,ours_42
lapin,47.987490881880674,71.81999999999984,0,0,0,0,explorer,42,lapin_42
ours,80.69229088188078,89.81999999999984,0,0,0,0,chasser,42,ours_42
lapin,54.99118088188068,80.81999999999984,0,0,0,0,explorer,42,lapin_42
ours,59.59266088188062,62.82000000000013,0,0,0,0,chasser,42,ours_42
lapin,38.99115208718389,97.57999999999988,0,0,0,0,explorer,30,lapin_30
lapin,34.992457087183894,90.57999999999988,0,0,0,0,explorer,30,lapin_30
ours,77.28123208718398,73.57999999999988,0,0,0,0,chasser,30,ours_30
lapin,35.992457087183894,73.57999999999988,0,0,0,0,explorer,30,lapin_30
ours,82.51613208718395,89.57999999999988,0,0,0,0,chasser,30,ours_30
ours,85.6140070871837,67.57999999999988,0,0,0,0,chasser,30,ours_30
lapin,52.992457087183894,100.0,0,0,0,0,explorer,30,lapin_30
lion,98.79801208718399,77.57999999999988,0,0,0,0,chasser,30,lion_30
ours,64.33082208718406,64.57999999999988,0,0,0,0,chasser,30,ours_30
lapin,56.99115208718389,98.57999999999988,0,0,0,0,explorer,30,lapin_30
lapin,58.992457087183894,73.57999999999988,0,0,0,0,explorer,30,lapin_30
lion,69.79148708718398,76.57999999999988,0,0,0,0,chasser,30,lion_30
lapin,46.99115208718389,87.57999999999988,0,0,0,0,explorer,30,lapin_30
lapin,32.993762087183896,78.57999999999988,0,0,0,0,explorer,30,lapin_30
lion,85.76277708718393,56.58000000000009,0,0,0,0,chasser,30,lion_30
lapin,34.99115208718389,73.57999999999988,0,0,0,0,explorer,30,lapin_30
lion,71.78757208718397,74.57999999999988,0,0,0,0,chasser,30,lion_30
lapin,42.992457087183894,99.57999999999988,0,0,0,0,explorer,30,lapin_30
ours,60.240777087183915,66.57999999999988,0,0,0,0,chasser,30,ours_30
ours,88.32951708718406,81.57999999999988,0,0,0,0,chasser,30,ours_30
lapin,40.992457087183894,93.57999999999988,0,0,0,0,explorer,30,lapin_30
lapin,56.992457087183894,74.57999999999988,0,0,0,0,explorer,30,lapin_30
ours,75.74581208718391,75.57999999999988,0,0,0,0,chasser,30,ours_30
lion,74.77974208718396,75.57999999999988,0,0,0,0,chasser,30,lion_30
lion,90.72623708718388,50.58000000000009,0,0,0,0,explorer,30,lion_30
lapin,53.992457087183894,76.57999999999988,0,0,0,0,explorer,30,lapin_30
ours,63.636192087183936,72.57999999999988,0,0,0,0,chasser,30,ours_30
lion,84.78887708718398,73.57999999999988,0,0,0,0,chasser,30,lion_30
lapin,56.99115208718389,72.57999999999988,0,0,0,0,explorer,30,lapin_30
lapin,32.993762087183896,70.57999999999988,0,0,0,0,explorer,30,lapin_30
lion,89.53925578143861,76.83999999999983,0,0,0,0,chasser,43,lion_43
lion,91.67533578143883,63.84000000000013,0,0,0,0,chasser,43,lion_43
lion,83.56193578143865,51.84000000000013,0,0,0,0,chasser,43,lion_43
lion,96.69234578143886,65.83999999999983,0,0,0,0,chasser,43,lion_43
lion,69.68667578143885,52.84000000000013,0,0,0,0,chasser,43,lion_43
lapin,48.98718578143874,92.83999999999983,0,0,0,0,explorer,43,lapin_43
lapin,37.98907578143874,87.83999999999983,0,0,0,0,explorer,43,lapin_43
lion,82.61296578143873,76.83999999999983,0,0,0,0,chasser,43,lion_43
ours,59.2878857814388,90.83999999999983,0,0,0,0,chasser,43,ours_43
ours,85.3445857814389,72.83999999999983,0,0,0,0,chasser,43,ours_43
lion,82.68856578143885,71.83999999999983,0,0,0,0,chasser,43,lion_43
lion,98.68289578143884,77.83999999999983,0,0,0,0,chasser,43,lion_43
ours,73.86452578143872,77.83999999999983,0,0,0,0,chasser,43,ours_43
lion,74.66210578143881,76.83999999999983,0,0,0,0,chasser,43,lion_43
lion,77.52224578143858,52.84000000000013,0,0,0,0,chasser,43,lion_43
lion,99.60540578143872,79.83999999999983,0,0,0,0,chasser,43,lion_43
lion,85.52035578143858,76.83999999999983,0,0,0,0,chasser,43,lion_43
lapin,50.98718578143874,74.83999999999983,0,0,0,0,explorer,43,lapin_43
lion,75.53736578143861,54.84000000000013,0,0,0,0,chasser,43,lion_43
ours,67.37482578143894,90.83999999999983,0,0,0,0,chasser,43,ours_43
lapin,39.98718578143874,80.83999999999983,0,0,0,0,explorer,43,lapin_43
lion,85.5921757814387,70.83999999999983,0,0,0,0,chasser,43,lion_43
lion,70.67344578143883,58.84000000000013,0,0,0,0,chasser,43,lion_43
lion,74.54114578143862,76.83999999999983,0,0,0,0,chasser,43,lion_43
ours,64.49200578143854,78.83999999999983,0,0,0,0,chasser,43,ours_43
ours,66.74148578143894,84.83999999999983,0,0,0,0,chasser,43,ours_43
lapin,47.98718578143874,71.83999999999983,0,0,0,0,explorer,43,lapin_43
ours,80.68478578143885,89.83999999999983,0,0,0,0,chasser,43,ours_43
lapin,54.990965781438746,80.83999999999983,0,0,0,0,explorer,43,lapin_43
ours,59.58272578143868,62.84000000000013,0,0,0,0,chasser,43,ours_43
lapin,38.99084698674196,97.59999999999988,0,0,0,0,explorer,31,lapin_31
lapin,34.99219698674196,90.59999999999988,0,0,0,0,explorer,31,lapin_31
ours,77.25644698674205,73.59999999999988,0,0,0,0,chasser,31,ours_31
lapin,35.99219698674196,73.59999999999988,0,0,0,0,explorer,31,lapin_31
ours,82.49944698674202,89.59999999999988,0,0,0,0,chasser,31,ours_31
ours,85.60069698674175,67.59999999999988,0,0,0,0,chasser,31,ours_31
lapin,52.99219698674196,100.0,0,0,0,0,explorer,31,lapin_31
lion,98.79104698674206,77.59999999999988,0,0,0,0,chasser,31,lion_31
ours,64.30774698674213,64.59999999999988,0,0,0,0,chasser,31,ours_31
lapin,56.99084698674196,98.59999999999988,0,0,0,0,explorer,31,lapin_31
lapin,58.99219698674196,73.59999999999988,0,0,0,0,explorer,31,lapin_31
lion,69.78429698674205,76.59999999999988,0,0,0,0,chasser,31,lion_31
lapin,46.99084698674196,87.59999999999988,0,0,0,0,explorer,31,lapin_31
lapin,32.99354698674196,78.59999999999988,0,0,0,0,explorer,31,lapin_31
lion,85.754596986742,56.600000000000094,0,0,0,0,chasser,31,lion_31
lapin,34.99084698674196,73.59999999999988,0,0,0,0,explorer,31,lapin_31
lion,71.78024698674204,74.59999999999988,0,0,0,0,chasser,31,lion_31
lapin,42.99219698674196,99.59999999999988,0,0,0,0,explorer,31,lapin_31
ours,60.21459698674198,66.59999999999988,0,0,0,0,chasser,31,ours_31
ours,88.30639698674213,81.59999999999988,0,0,0,0,chasser,31,ours_31
lapin,40.99219698674196,93.59999999999988,0,0,0,0,explorer,31,lapin_31
lapin,56.99219698674196,74.59999999999988,0,0,0,0,explorer,31,lapin_31
ours,75.73704698674197,75.59999999999988,0,0,0,0,chasser,31,ours_31
lion,74.77214698674203,75.59999999999988,0,0,0,0,chasser,31,lion_31
lion,90.71679698674194,50.600000000000094,0,0,0,0,explorer,31,lion_31
lapin,53.99219698674196,76.59999999999988,0,0,0,0,explorer,31,lapin_31
ours,63.623646986742,72.59999999999988,0,0,0,0,chasser,31,ours_31
lion,84.78159698674204,73.59999999999988,0,0,0,0,chasser,31,lion_31
lapin,56.99084698674196,72.59999999999988,0,0,0,0,explorer,31,lapin_31
lapin,32.99354698674196,70.59999999999988,0,0,0,0,explorer,31,lapin_31
lion,89.52828568099667,76.85999999999983,0,0,0,0,chasser,44,lion_44
lion,91.6676056809969,63.860000000000134,0,0,0,0,chasser,44,lion_44
lion,83.55150568099671,51.860000000000134,0,0,0,0,chasser,44,lion_44
lion,96.68502068099693,65.85999999999983,0,0,0,0,chasser,44,lion_44
lion,69.67921568099692,52.860000000000134,0,0,0,0,chasser,44,lion_44
lapin,48.986880680996805,92.85999999999983,0,0,0,0,explorer,44,lapin_44
lapin,37.98881568099681,87.85999999999983,0,0,0,0,explorer,44,lapin_44
lion,82.6037506809968,76.85999999999983,0,0,0,0,chasser,44,lion_44
ours,59.27093068099687,90.85999999999983,0,0,0,0,chasser,44,ours_44
ours,85.32898068099696,72.85999999999983,0,0,0,0,chasser,44,ours_44
lion,82.68115068099692,71.85999999999983,0,0,0,0,chasser,44,lion_44
lion,98.67534568099691,77.85999999999983,0,0,0,0,chasser,44,lion_44
ours,73.83749068099678,77.85999999999983,0,0,0,0,chasser,44,ours_44
lion,74.65406068099688,76.85999999999983,0,0,0,0,chasser,44,lion_44
lion,77.51087068099665,52.860000000000134,0,0,0,0,chasser,44,lion_44
lion,99.59601068099678,79.85999999999983,0,0,0,0,chasser,44,lion_44
lion,85.50893568099664,76.85999999999983,0,0,0,0,chasser,44,lion_44
lapin,50.986880680996805,74.85999999999983,0,0,0,0,explorer,44,lapin_44
lion,75.52635068099667,54.860000000000134,0,0,0,0,chasser,44,lion_44
ours,67.35994068099701,90.85999999999983,0,0,0,0,chasser,44,ours_44
lapin,39.986880680996805,80.85999999999983,0,0,0,0,explorer,44,lapin_44
lion,85.58246568099676,70.85999999999983,0,0,0,0,chasser,44,lion_44
lion,70.6656706809969,58.860000000000134,0,0,0,0,chasser,44,lion_44
lion,74.53022068099668,76.85999999999983,0,0,0,0,chasser,44,lion_44
ours,64.4799106809966,78.85999999999983,0,0,0,0,chasser,44,ours_44
ours,66.73533068099701,84.85999999999983,0,0,0,0,chasser,44,ours_44
lapin,47.986880680996805,71.85999999999983,0,0,0,0,explorer,44,lapin_44
ours,80.67728068099692,89.85999999999983,0,0,0,0,chasser,44,ours_44
lapin,54.99075068099681,80.85999999999983,0,0,0,0,explorer,44,lapin_44
ours,59.57279068099675,62.860000000000134,0,0,0,0,chasser,44,ours_44
